Marking	English	Abbreviated Form	Full Form	Equivalent	Subfield1	Subfield2	Chinese	Recommendation	Count	A) 理論與應用語言學英漢辭典	B) 語言學名詞2011	C) 現代語言學詞典	D) 新編英漢語言學詞典	E) LSHK	Sort1
	foreground(ed) information				DSC		突出信息						√		100
	foregrounding				GEN	DSC	前景化	R				√			0
	foregrounding				SYN		成分移前加強重要性	A		√					1
	foregrounding				#		句首	D		√					2
	foregrounding				DSC		前境化						√		100
	foregrounding				DSC		突出						√		100
	foreign element				HIS		孤獨成分						√		100
	foreign language				APL		外語	R		√		√			0
	foreign language				APL		外語	R					√		0
	foreign language				APL		外國語言	A		√					1
	foreign language				#		外國語	D			√				2
*	Foreign Language in Elementary School	FLES	Foreign Language in Elementary School				小學外語	D					√		2
	foreign language pedagogy				APL		外語教學法						√		100
	foreign language teaching psychology				APL		外語教學心理學						√		100
	foreign plural				HIS		外來語複數						√		100
	Foreign Service Institute (FSI) Oral Interview						對外服務學院口試模式	D					√		2
	Foreign vs. Second Language				APL		外語對第二語言						√		100
*	foreign word			foreignism	SOC	LEX	借詞	R			√				0
*	foreign word			loan word	SOC	LEX	借詞	R			√				0
*	foreign word			alien word	SOC	LEX	外來詞	R			√				0
*	foreign word			alienism	SOC	LEX	外來詞	R			√				0
*	foreign word			foreignism	SOC	LEX	外來詞	R			√				0
*	foreign word			loan word	SOC	LEX	外來詞	R			√				0
	foreign word				SOC	LEX	外來詞	R		√					0
*	foreign word			alien word	#		借詞	D			√				2
*	foreign word			alienism	#		借詞	D			√				2
	foreigner talk				SOC		與外國人的交談						√		100
*	foreignism			alien word	SOC	LEX	外來詞	R			√				0
*	foreignism			alienism	SOC	LEX	外來詞	R			√				0
*	foreignism			foreign word	SOC	LEX	外來詞	R			√				0
*	foreignism			loan word	SOC	LEX	外來詞	R			√				0
	foreignism				SOC	LEX	外來詞語	R		√					0
	foreignism				SOC	LEX	外來成分	R						√	0
	foreignism				SOC	LEX	外來詞語	R					√		0
*	foreignism			alien word	#		借詞	D			√				2
*	foreignism			alienism	#		借詞	D			√				2
*	foreignism			foreign word	#		借詞	D			√				2
*	foreignism			loan word	#		借詞	D			√				2
	foreignization translation				SOC		異化（翻譯）						√		100
	foreignizing				SOC		異化						√		100
	forensic discourse				DSC		法庭演說						√		100
	forensic linguistics				GEN		司法語言學						√		100
	forlorn element				PRG		孤獨成分						√		100
	form				GEN		形式	R		√		√			0
	form				GEN		語言形式	R						√	0
	form				GEN		式	A		√					1
	form				GEN		語式	A		√					1
	form				GEN		形式	A					√		1
	form				#		型式	D		√					2
	form				GEN		形式	A			√				1
	form class				MOR		詞類	R		√					0
	form class				MOR		形式類	A		√					1
	form class				MOR		語類	A		√					1
	form class				MOR		形式類	A					√		1
	form class				#		形類	D				√			2
	form of address				PHI		稱呼形式						√		100
	form vs. substance				SYN		形式對實體						√		100
	form word				MOR		形式詞	A		√		√			1
	form word				MOR		虛詞	A		√					1
	form word				MOR		形式詞	A					√		1
	form word				MOR		虛詞	A					√		1
	formal				GEN		形式的	R					√		0
	formal				GEN		形式的	R		√		√			0
	formal				#		正式的	D		√		√			2
	formal correspondence				DSC		形式對等						√		100
	formal English				SOC		正式英語						√		100
	formal features				SYN		形式特徵						√		100
	formal grammar				SYN		形式語法	A		√	√	√			1
	formal grammar				SYN		形式語法	A					√		1
	formal item				SYN		形式項						√		100
	formal language				SYN	SEM	形式語言	A		√		√			1
	formal language				SYN	SEM	形式語言	A					√		1
	formal language theory				SYN		形式語言理論						√		100
	formal logic				SEM		形式邏輯						√		100
	formal meaning				SEM		形式意義	R		√	√				0
	formal operational stage				SYN		正式運作期						√		100
	formal pragmatics				PRG		形式語用學						√		100
	formal schemata				SYN		形式圖式						√		100
	formal semantics				SEM		形式語意學（形式語義學）	R		√					0
	formal semantics				SEM		形式語義學	R				√			0
	formal semantics				SEM		形式語義學	R					√		0
	formal speech				SOC		正式言語						√		100
	formal style				DSC		正式語體	R		√	√				0
	formal style				DSC		正式體	R		√					0
	formal style				DSC		正式文體	A		√					1
	formal universal				SYN	TYP	形式共性	A			√				1
	formal universal				SYN	TYP	形式共相	A			√				1
	formal universal				SYN	TYP	形式的普遍性	A		√					1
	formal universal				SYN		形式普遍性						√		100
	formal universals				#		形式共相	D				√			2
	formalism				GEN		形式主義	A		√	√				1
	formalism				#		形式描述	D				√			2
	formalist				GEN		形式語言學的	R						√	0
	formalist				GEN		形式主義者	A		√					1
	formalist				GEN		形式論的	A				√			1
	formalist functionalism				PRG		形式功能主義						√		100
*	formalization			formalize	GEN		形式化	R				√			0
	formalization				GEN		形式化	R		√	√				0
	formalization				GEN		形式化	R					√		0
	formant				PHT		共振峰	R			√	√			0
	formant				PHT		共振峰	R					√		0
	formant				#		構形成分	D					√		2
	formant				PHT		共振峰	R		√					0
	formant				#		共頻率帶	D		√					2
	formant				#		成帶素	D		√					2
	formant				#		構形成分	D		√					2
	formant pattern				PHT		共振峰模式	R		√	√				0
	formation rule				MOR	PHT	形式規律	R		√					0
	formation rule				MOR	PHT	構成規則	A				√			1
	formation rule				MOR	PHT	組成規律	A		√					1
	formative				MOR		構形成分	R				√			0
	formative				MOR		構形成分	R					√		0
	formative				MOR		構形成分	R		√					0
	formative				MOR		構詞成分	A		√					1
	formative				MOR		附加成分	A		√					1
	formative				MOR		語符列成素	R		√					0
	formative				MOR		形態要素	A		√					1
	formative				#		語條元素	D		√					2
	formative evaluation				APL		形成性評估						√		100
	formative test				APL		形成性測試						√		100
	formator				HIS		形式符						√		100
	formless language				TYP		無形式語言						√		100
	formless language				TYP		無形態語言						√		100
	formula				APL		公式						√		100
	formula				APL		慣用套語						√		100
*	formulaic expression			prefabricated language	GEN	PRG	慣用語	A			√				1
*	formulaic expression			routine	GEN	PRG	慣用語	A			√				1
	formulaic expression				#		客套用語	D		√					2
	formulaic language				GEN	PRG	公式語言	R				√			0
	formulaic language				GEN	PRG	公式語言	R					√		0
	formulaic language				#		客套語	D		√					2
	formulaic language				APL		慣用套語						√		100
	formulaic speech				APL		慣用套語						√		100
	formulaic subjunctive				SYN		慣用虛擬語氣						√		100
	fortis				PHT		強音	R		√					0
	fortis				PHT		強音	R					√		0
	fortis				#		張音	D				√			2
	fortis alveolar fricative				PHT		強齒齦擦音						√		100
	fortis bilabial plosive				PHT		強雙唇爆破音						√		100
	fortis vs. lenis				PHT		強輔音對弱輔音						√		100
	forward translation				DSC		循序漸進翻譯法						√		100
	fossilization				PSY	APL	僵化	R		√					0
	fossilization				PSY	APL	石化	R						√	0
	fossilization				PSY	APL	石化現象	R		√					0
	fossilization				APL		陳詞濫調						√		100
	fossilization				APL		語言僵化						√		100
	fossilization				PSY	APL	固化	R				√			0
	fossilization				#		僵化	D				√			2
	fossilized				MOR	APL	石化的	R		√					0
	fossilized				#		僵化	D		√					2
	fossilized				#		失去屈折的	D		√					2
	fossilized				#		老化的	D		√					2
	fossilized				MOR	APL	固化的	A				√			1
	fossilized				#		僵化的	D				√			2
	fossilized form				APL		陳詞濫調形式						√		100
	fossilized form				APL		僵化形式						√		100
	four skills				APL		四項技能						√		100
	Fourier analysis				PHT	PHN	傅里爾分析法	R		√					0
	Fourier analysis				PHT	PHN	傅里爾分析	R						√	0
	Fourier analysis				PHT	PHN	傅立葉分析	A			√				1
	Fourier analysis				PHT		傅里葉分析						√		100
	fragment				SYN		斷句						√		100
	fragmentary approach				APL		部分窮盡研究						√		100
	frame				SYN	SEM	框架	A				√			1
	frame				SYN	SEM	框架	A					√		1
	frame				SYN	SEM	架構	A		√					1
	frame				SYN	SEM	框架	A		√					1
	frame				SYN	SEM	框架	A			√				1
	frame				SYN	SEM	空格	A		√					1
	frame				SYN	SEM	格式	A		√					1
	frame				#		解讀框架	D			√				2
	frame				#		底稿	D		√					2
	frame				#		稿本	D		√					2
	frame feature				SYN	SEM	架構特徵	A		√					1
	frame feature				SYN	SEM	框架特徵	A				√			1
	frame feature				#		語境成分	D		√					2
	frame knowledge				SEM		框架知識						√		100
	frame semantics				SEM		框架語義學						√		100
	frame-theory				SEM		框架理論						√		100
*	Franco-English			Frenglish	LAN		法－英語						√		100
	Franglais				LAN		法英縮合詞						√		100
	free				MOR		自由的	R				√			0
	free				#		獨用	D		√					2
	free alternant				SYN		自由替換成分						√		100
	free composition				APL		自選作文						√		100
	free form				MOR		自由形式	R		√	√				0
	free form				MOR		自由形式	R					√		0
	free forms				MOR		自由形式	R				√			0
	free morpheme				MOR		自由語素						√		100
	free practice				APL		自由實踐階段						√		100
	free relative				SYN		自由關係從句						√		100
	free response item				APL		自由反應項						√		100
	free sentence				SYN		自由句						√		100
	free stress				PHT	MOR	自由重音	R		√		√			0
	free stress				PHT	MOR	自由重音	R					√		0
	free syllable				PHT		開音節	R		√					0
	free syllable				#		自由音節	D		√		√			2
	free syllable				#		自由音節	D					√		2
	free translation				DSC		意譯						√		100
	free variable				SYN		自由變項						√		100
	free variant				SYN		自由變體	A		√	√				1
	free variant				SYN		自由變體	A					√		1
	free variants				SYN		自由變體	A				√			1
	free variation				PHT		自由變異	R		√		√			0
	free variation				PHT		自由變異	R					√		0
	free variation				PHN		自由變體						√		100
	free verse				DSC		自由詩						√		100
	free vibration				PHT		自由振動	R		√					0
	free vowel				PHN		自由元音						√		100
	free word order				SYN		自由詞序	A		√					1
	free word order				SYN		自由詞序	A					√		1
	free word-order				SYN		自由詞序	A				√			1
	Frege’s principle				SEM		弗雷格原則						√		100
	French				LAN		法語						√		100
	French-English bilingual						說法語和英語的人	D					√		2
*	Frenglish			Franco-English	LAN		法－英語						√		100
	frequency				PHT		頻度	R		√					0
	frequency				APL		頻率	R		√	√	√			0
	frequency				APL		頻率	R					√		0
*	frequency			fundamental	#		基［頻］	D				√			2
	frequency				DSC		（出現的）次數						√		100
	frequency				DSC		（出現的）頻率						√		100
	frequency				DSC		次數						√		100
	frequency analysis				DSC		頻率分析						√		100
	frequency count				APL		次數計算	R		√					0
*	frequency count			word count	APL		詞頻統計	A			√				1
	frequency count				APL		頻度	A		√					1
	frequency count				DSC		頻率統計						√		100
	frequency dictionary				LEX		頻率詞典						√		100
	frequency wordlist				LEX		頻率詞表						√		100
	frequentative				SEM		重複體	R				√			0
	frequentative				SEM		經常性	A		√					1
	frequentative aspect				SEM		重複體						√		100
	frequentative aspect				SEM		多次體						√		100
